"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sym","KO","bnum"
"16000_argF",32.1096101571674,-0.773295415126858,0.529731784954876,-1.45978670166588,0.144348704497924,0.180580229326903,ygeW,NA,b0273
"16001_ygeX",12.6746822617231,-0.920661589365309,0.268321026139004,-3.43119435182973,0.000600929897184223,0.00112036259519741,ygeX,K01751,b2871
"16002_argE_1",54.838336986897,-0.772554086054546,0.245214404591229,-3.15052489409172,0.00162977367003909,0.00283369959863642,ygeY,NA,b2872
"16003_hyuA",32.7546587181734,-0.641969931376125,0.348161183077903,-1.84388714933934,0.0651995882808572,0.0875898411076211,hyuA,K01464,b2873
"16004_arcC1_1",96.9953190708719,-0.592903659467817,0.247705593728877,-2.39358203641042,0.0166847496710548,0.0246139408472754,yqeA,K00926,b2874
"16007_mocA",25.8116852520836,-1.68082890280114,0.498177948011921,-3.37395284056395,0.000740970607710042,0.00136819812582327,ygfJ,NA,b2877
"16010_cdhB",25.8434183657411,-0.00109613623828386,0.354271722551074,-0.00309405512353823,0.997531305125532,0.998059177412033,ygfM,NA,b2880
"16011_xdhA_3",156.032335636771,-0.293052303903832,0.209789088055947,-1.39689011768658,0.162446616798521,0.200316133676638,xdhD,NA,b2866
"16012_xanQ",42.4051121762839,-0.875747245859166,0.365588813039612,-2.39544322644325,0.0166002848334892,0.0245037832763363,ygfO,NA,b2882
"16013_guaD",107.645722468745,-1.28335390406926,0.249529924954031,-5.14308616213338,2.70261595037899e-07,7.52162970839625e-07,guaD,K01487,b2883
"16014_yjcD_1",340.276907494823,1.54709423997675,0.291538326862591,5.30665815581062,1.11653287232073e-07,3.25590355075346e-07,yjcD,K06901,b4464
"16017_uacT",13.0558178495107,-0.541364305407863,0.604406275838807,-0.895696036009134,0.370415128095323,0.422030350862704,ygfU,NA,b2888
"16018_hypothetical_protein",1.60260020320833,0.0673509346493971,0.582759540121615,0.115572427412071,0.907991416178942,0.921994530551831,NA,NA,b0026
"16019_idi",152.435688626919,-0.555722644341967,0.293787276149366,-1.89158173092367,0.0585467319126349,0.0794381362502238,idi,K01823,b2889
"16020_lysS",3377.32499666593,0.542754429421278,0.175349156976526,3.09527823674646,0.00196628349362502,0.00337887451995179,lysU,K04567,b4129
"16023_dsbC",577.015937238782,0.427098893166278,0.0964273695758357,4.42922891130391,9.45706035151483e-06,2.17878130750369e-05,dsbC,K03981,b2893
"16024_xerD_1",799.184526001619,0.458575331604005,0.132111086672383,3.4711343548419,0.000518264619435772,0.00097864005873834,xerD,K04763,b2894
"16025_isiB",346.347039021162,-0.0620862313531596,0.139777539147936,-0.444178884044093,0.65691325760408,0.698214515941125,fldB,NA,b2895
"16027_cptB",129.479258721833,-0.279366537827041,0.194262361223513,-1.43808886120564,0.150408842689547,0.187422468628814,ygfY,K09159,b2897
"16028_ygfZ",1129.01911567533,-0.306535045985561,0.168819531153166,-1.81575581860519,0.0694078373767412,0.0926672407239095,ygfZ,NA,b2898
"16029_hemolysin-III_related",543.738381174841,-1.29868432028862,0.171333847259833,-7.57984683738015,3.45963135440787e-14,1.8615048706943e-13,yqfA,NA,b2899
"16030_hypothetical_protein",288.474461610518,0.107969999239708,0.198796503424303,0.543118200672078,0.587048421920401,0.634194797774112,yqfB,K09900,b2900
"16031_bglA_1",1340.522597675,0.365011744381106,0.14329667615917,2.54724501757223,0.0108577168726306,0.0164842279219186,bglA,K01223,b3721
"16033_gcvP",2067.76474745272,-2.51165109144188,0.273553961154045,-9.18155628544345,4.24905408964909e-20,3.87997566872336e-19,gcvP,K00283,b2903
"16034_gcvH",790.697232082526,-2.86337798526411,0.279948216393801,-10.2282415732066,1.48185548408473e-24,2.18094260069411e-23,gcvH,K02437,b2904
"16035_gcvT",2899.79348807715,-2.83931324751571,0.289719620975383,-9.80021041708099,1.12351356995286e-22,1.33858616762955e-21,gcvT,K00605,b2905
"16036_ubiI",402.860496155161,0.048103750107623,0.141909739766148,0.338974267635844,0.734629115210571,0.76809111836893,visC,NA,b2906
"16037_ubiH",284.341715754059,-0.0589634466913523,0.213648693752662,-0.275983183681963,0.782560982308591,0.81310945919273,ubiH,K03185,b2907
"16038_pepP",918.42449228628,-0.194723939160117,0.134306714769896,-1.44984515103159,0.147101705426021,0.183748610572094,pepP,K01262,b2908
"16039_hypothetical_protein",1786.97915621037,0.536930542692538,0.09571411806447,5.60973191364391,2.02640276967364e-08,6.31389754635548e-08,ygfB,K09895,b2909
"16040_zapA",2085.58442498066,0.54307643954046,0.118854388932012,4.56925860643746,4.89452543524859e-06,1.17412297593403e-05,ygfE,K09888,b2910
"16041_5-formyltetrahydrofolate_cyclo-ligase_family_protein",334.929097991108,0.546766609052128,0.359809928003707,1.51959845045325,0.128611927596198,0.162987239588439,ygfA,NA,b2912
"16042_serA",2344.63060525952,-2.58916696655643,0.218731786972621,-11.8371774052233,2.50750496156664e-32,7.21123840671233e-31,serA,K00058,b2913
"16043_rpiA",2123.19754821491,0.0470207775629866,0.203812175246684,0.230706421272797,0.817542884637906,0.843806488063071,rpiA,K01807,b2914
"16045_iciA",391.732002638324,-1.46421022217494,0.154423873670247,-9.48176073669531,2.50028016353371e-21,2.57436253874952e-20,argP,K05596,b2916
"16051_26_kDa_periplasmic_immunogenic_protein_precursor",804.627136725713,-1.66648595518343,0.19409763124017,-8.58581294648246,9.01963216116869e-18,6.57933517995453e-17,yggE,K09807,b2922
"16052_argO",401.560243742733,-1.55128259300735,0.208848297793222,-7.42779620135208,1.10421912578234e-13,5.67301078584682e-13,argO,NA,b2923
"16053_mscS",1527.93793639436,-1.24991303960288,0.196519572662715,-6.36024708718506,2.01429461950422e-10,7.78943607109668e-10,mscS,K03442,b2924
"16054_fbaA",6723.70894920922,1.33290041071681,0.189617822211324,7.02940470032049,2.07416562595087e-12,9.70011662827865e-12,fba,K01624,b2925
"16055_pgk",6204.39754564211,1.4795639705035,0.155268954996878,9.52903927596638,1.5874547567577e-21,1.66184594201162e-20,pgk,K00927,b2926
"16056_epd",1466.89971905058,1.18700894155186,0.116738652142499,10.1680884588501,2.7525740824212e-24,3.89092675379539e-23,epd,K03472,b2927
"16057_hypothetical_protein",6.49007520189944,-1.27342972481934,0.677350441598779,-1.88001608416112,0.0601058858913488,0.0812013642009474,NA,NA,b0026
"16060_ecfA1_1",14.1651780756378,-0.932013831117665,0.367000046689985,-2.539546900671,0.0110996162075598,0.0168398601149158,NA,K02006,b0026
"16061_ecfA1_2",29.617990295756,-0.50227854528529,0.350138491955621,-1.4345139332723,0.151425655845066,0.188116678711199,NA,K02006,b0026
"16063_mtlR_1",246.275646107242,-0.191236490015604,0.246167509772412,-0.77685511866455,0.437244253154129,0.489418763400479,yggD,NA,b2929
"16065_adhT",19.950070069083,-1.08433336559563,0.396612347966964,-2.7339879132708,0.00625723412734523,0.00992745706190093,yggP,NA,b4465
"16066_mtlA_1",32.7990849899211,-0.54189114352875,0.392487430735677,-1.38065859208034,0.1673839587201,0.205897081965433,cmtA,K02800,b2933
"16067_cmtB",11.1471033240684,-2.15822853450338,0.711641824510199,-3.03274549101836,0.00242339893369195,0.00410795672906319,cmtB,K02798,b3599
"16069_loiP_1",387.151409155029,-0.395075048700967,0.204158461883161,-1.93513922987461,0.0529732126151637,0.0722283258654711,yggG,K07387,b2936
"16078_hypothetical_protein",36.7870687381361,0.324172491987253,0.394099479429979,0.822565136234467,0.410755331436808,0.463140982088731,conserved hypothetical protein,NA,b1316
"16080_hypothetical_protein",22.2306628057127,0.723569546550984,0.312832190376888,2.31296384710044,0.0207246269308235,0.0301180112591748,yqgD,NA,b1316
"16081_metK",7457.22869634099,-1.25473767431687,0.338199142673172,-3.71005575117445,0.000207213610795547,0.000407585262744071,metK,K00789,b2942
"16083_hypothetical_protein",110.427040697831,0.737399901985955,0.316175620051368,2.33224782437733,0.0196876575933109,0.0287054308266107,sprT,K02742,b2944
"16084_endA",239.569317831903,2.68952222205001,0.219273454461237,12.2656079307834,1.38568370023606e-34,4.6226408239875e-33,endA,K01150,b2945
"16085_rsmE",363.668825575072,0.489114135793538,0.1274989495522,3.83622090622235,0.000124942033418593,0.000253121431265847,yggJ,K09761,b2946
"16087_hypothetical_protein",538.730237974605,0.378772764435354,0.153984617109317,2.45980911305222,0.0139010930336865,0.0207893214406956,yqgE,K07735,b2948
"16088_yqgF",210.263660203965,0.61764492860177,0.296893629262735,2.08035763561362,0.0374927419600648,0.0523475671786172,yqgF,K07447,b2949
"16090_hypothetical_protein",451.631783082906,0.284532007989818,0.130644096035897,2.17791707871465,0.0294122107637851,0.0415994071967158,yggS,NA,b1316
"16091_YGGT_family_protein",233.141995960391,0.667313285286152,0.172690682049695,3.86421130176625,0.000111448715981594,0.000227814287080023,yggT,NA,b2952
"16092_hypothetical_protein",206.592427907283,0.541642347520175,0.157047101409693,3.44891655215704,0.000562840610541765,0.0010564345143102,yggU,K09131,b2953
"16093_rdgB",499.967873502015,1.1779134216184,0.157760910671474,7.466446641344,8.238936004046e-14,4.25905328143039e-13,yggV,K01516,b2954
"16094_hemN_1",809.154003347004,1.26011872160344,0.158827220165896,7.933896471192,2.1237515528316e-15,1.28659234508103e-14,yggW,K02495,b3867
"16095_hypothetical_protein",44.8544740642034,-0.875451502660883,0.28260274520618,-3.09781669679881,0.00194951971132403,0.00335467559679005,yggM,NA,b1316
"16096_ansB",335.887081127441,-2.62504474968711,0.342331731390992,-7.66813154895339,1.74519853045862e-14,9.53381380612984e-14,ansB,K01424,b2957
"16097_hypothetical_protein",495.872173048072,1.11737900809348,0.306349237983291,3.64740260315067,0.000264904675892211,0.000514190457007225,yggN,NA,b1316
"16098_hypothetical_protein",1693.04962874789,0.66600044004593,0.151795218818081,4.38749286856064,1.14664752158067e-05,2.61523436553769e-05,yggL,K09923,b2959
"16099_trmB",1019.54255246571,0.863579154176348,0.276251749184014,3.12605859230636,0.0017716624932769,0.00305914393249054,trmB,K03439,b2960
"16100_mutY",511.363292808353,1.07301677976924,0.120430067707921,8.90987442082676,5.10903991601919e-19,4.16378432243649e-18,mutY,K03575,b2961
"16101_yggX",589.904895422739,0.142622012165665,0.0961026636985593,1.48405888741045,0.137793298839445,0.173682032088811,yggX,NA,b2962
"16103_nupG",225.40136581537,-0.789509179403657,0.25970370641289,-3.04003816621876,0.00236548170385838,0.00402340939704531,nupG,K03289,b2964
"16104_speC",364.296611303067,-0.436754104382005,0.400676302036383,-1.09004226644366,0.275694526059706,0.324300754208455,speC,K01581,b2965
"16110_glcA",258.481952178601,-1.72760728256365,0.317270656008364,-5.44521609498644,5.17425302515652e-08,1.5635242836886e-07,lldP,K00427,b3603
"16131_pitA_1",792.557098310132,1.94510571372771,0.15347131503671,12.6740668981852,8.2332589243634e-37,3.55165755668228e-35,pitA,K03306,b3493
"16132_gss",799.539042833515,-1.40528086491254,0.206371683211905,-6.80946553830051,9.79619951484136e-12,4.33159199249451e-11,gss,K01917,b2988
"16133_yghU",441.741494779544,-2.12184627025294,0.185769320505697,-11.4219412789846,3.24894537237235e-30,7.96947188399571e-29,NA,K11209,b2989
"16134_hypC_2",45.2890673918265,-1.23673048183886,0.229717552664622,-5.38370040727551,7.29699191337786e-08,2.16572642553635e-07,hybG,K04653,b2990
"16135_hydrogenase_nickel_incorporation_protein_HybF",83.3510961413827,-0.259371962111009,0.323248121217312,-0.802392790820397,0.422325781956273,0.474476473486572,hybF,K04651,b2991
"16137_hybD_1",124.28145390492,-1.04259637078878,0.199736084061919,-5.21986988823497,1.79048875295616e-07,5.09068506806398e-07,hybD,K08567,b2993
"16138_hybC",315.408110603685,-0.340427622679978,0.227591858136687,-1.4957812000266,0.134710682028623,0.17013938739809,hybC,K06281,b2994
"16139_hybB",168.992796245157,-0.0685018804783566,0.314219280656771,-0.218006610973,0.827423960498353,0.8519402259946,hybB,NA,b2995
"16141_hybO",156.198135149253,-1.04952374122511,0.308379014919969,-3.40335655296609,0.000665633551189529,0.00123730694285008,hyb0,K06282,b2997
"16142_hypothetical_protein",24.6309015185226,0.881911532450792,0.430995522582762,2.04621970819069,0.0407347591620576,0.0566527890069306,NA,NA,b0026
"16145_hypothetical_protein",669.648409633941,0.0756124011607454,0.519160179173873,0.145643684153638,0.884202680682654,0.902232914791191,yqhA,NA,b1316
"16148_exbD_1",665.975511950047,-0.600963314183189,0.296722378349388,-2.02533869378588,0.0428325978898444,0.0593066740013231,exbD,K03559,b3005
"16149_exbB_1",1928.94417321718,-1.28704159507047,0.319789159494279,-4.02465673666306,5.70584816134382e-05,0.000120778613364486,exbB,K03561,b3006
"16150_metC",1257.23636785327,-3.24276748075032,0.356592936732211,-9.09375129655339,9.5679569806452e-20,8.42923533999095e-19,metC,K01760,b3008
"16151_yghB",300.420086414212,-0.742497755668827,0.15722306447448,-4.7225752668709,2.32876861801128e-06,5.84411141651377e-06,yghB,NA,b3009
"16156_lpp_1",6.142996160431,-1.20895954375153,0.402983109516694,-3.00002534895683,0.00269957138633513,0.0045391986617006,yqhH,NA,b1677
"16157_hypothetical_protein",865.756475573462,2.66950766887704,0.260498671790953,10.2476824565896,1.21215006607727e-24,1.79455589664221e-23,ygiQ,NA,b1316
"16158_ftsP",406.734289471004,0.209021117451776,0.129069039259638,1.61945202854811,0.105350040090721,0.135868969230404,sufI,NA,b3017
"16159_plsC",1024.4349296571,0.411127804403394,0.150516955540773,2.73143848097583,0.00630585124451327,0.00998559481884317,plsC,K00655,b3018
"16160_parC",1642.74770059969,1.17743700779409,0.548414968035793,2.14698189586474,0.0317947229420151,0.0448930004519875,parC,K02621,b3019
"16162_DNA_gyrase_inhibitor",75.7185210217714,-2.16968942718861,0.564306611109139,-3.84487685324847,0.000120612994300914,0.000244747535880688,ygiV,K07471,b3023
"16163_hypothetical_protein",637.935002995723,-1.68671985778063,0.626864693238103,-2.69072397277279,0.0071297158681013,0.0111910596624777,ygiW,NA,b1316
"16164_qseB",68.685676997074,-0.912288758718226,0.468711683749901,-1.9463751178966,0.0516096962316791,0.0705229164236271,qseB,K07666,b3025
"16165_qseC",109.712221765173,-0.697569204124243,0.461692575450195,-1.51089543392385,0.130815094401988,0.165302710198876,ygiY,K07645,b3026
"16167_ygiN",1590.90035887648,-0.305232825517371,0.299425724900771,-1.01939412726987,0.308015893100267,0.358778288890534,ygiN,NA,b3029
"16171_cpdA",526.761762284055,-0.402133135024957,0.156755828909551,-2.5653472526179,0.0103072592675885,0.0157057020021355,icc,K03651,b3032
"16172_putative_dehydrogenase",879.127513517942,-0.0143935383615878,0.0995014179437714,-0.144656615544129,0.884981994549612,0.902659987918112,yqiB,K09920,b3033
"16174_tolC",3308.30885167885,0.00890062185259869,0.185412348355277,0.048004471824842,0.961712678716829,0.969375976899057,tolC,K12340,b3035
"16175_hypothetical_protein",1381.86117510151,-0.187571563822989,0.20533165447938,-0.913505344797311,0.360976823861673,0.411839495349707,ygiB,NA,b1316
"16176_ygiC",1546.50421619598,-0.0485629994867813,0.156452454847947,-0.310401006708259,0.756256028679799,0.789054455278089,ygiC,NA,b3038
"16178_zupT",410.876166216277,-1.79811254454899,0.191438155143532,-9.39265499712345,5.85065238793847e-21,5.76312294276459e-20,ygiE,K07238,b3040
"16179_hypothetical_protein",76.3225599030277,-1.41964347171654,0.34444106555147,-4.12158599452598,3.76272961959775e-05,8.10184983496865e-05,NA,NA,b0026
"16180_ribB",833.289123545098,0.599080172815214,0.225894022104909,2.65204084301528,0.00800068632378236,0.0124256469162653,ribB,K02858,b3041
"16181_Membrane_fusogenic_activity",1894.51373556878,0.253873141480072,0.192431009046053,1.31929434210531,0.187070728611689,0.227430011169313,NA,K09806,b3042
"16186_glgS",984.411862175909,-3.75679289562671,0.43758744239371,-8.58523927258091,9.06475632424528e-18,6.59302916373887e-17,glgS,NA,b3049
"16187_yqiJ",52.7308849192639,-0.209112819788575,0.377149939156414,-0.55445539844526,0.579267221772986,0.626773573284825,yqiJ,NA,b3050
"16188_yqiK",95.1568749058182,-0.940212845785662,0.283139220774085,-3.32067328297075,0.000898005935322074,0.00162930445988095,yqiK,NA,b3051
"16189_hldE",513.002178847836,0.342331300453156,0.232657899856036,1.47139340922867,0.141184754789693,0.177153589008932,rfaE,K11388,NA
"16191_CYTH_domain_protein",358.165713902878,-0.986058369738257,0.169755026412398,-5.80871383061585,6.29545881301645e-09,2.08902360081793e-08,ygiF,NA,b3054
"16192_SH3_domain-containing_protein",1181.57564404911,0.890415024382015,0.279999058749592,3.18006434863887,0.00147242351747559,0.00257802913976482,ygiM,K07184,b3055
"16194_uppP",272.234236236394,0.179980718092403,0.147666429547094,1.21883300520246,0.222907581627477,0.267232759574484,uppP,K06153,b3057
"16196_plsY",90.6021134633422,-0.542324466655875,0.164297762967649,-3.30086336454052,0.000963878108433943,0.00174124406303374,ygiH,NA,b3059
"16197_dmlR_2",46.0831159497622,-0.693710457284265,0.341704130308176,-2.03014946485611,0.0423413488157684,0.0587565472751262,ygiP,NA,b1799
"16199_ttdB",14.596938918726,-0.272849661333319,0.378741755193288,-0.720410827673523,0.471272085338108,0.522660796771253,ttdB,K03780,b3062
"16200_ttdT",18.1355937212041,0.0104557831435189,0.339747053436235,0.030775198895084,0.975448819463633,0.981332105467635,ygjE,K11106,b3063
"16201_tsaD",391.950509357013,0.773267972480157,0.169464847015971,4.56299926560746,5.04279911587342e-06,1.20737640075744e-05,ygjD,K01409,b3064
"16202_rpsU",1229.11771746803,1.80144506356012,0.210123990257115,8.57324792545493,1.0060659683479e-17,7.29616537045347e-17,rpsU,K02970,b3065
"16204_rpoD",7826.63489756374,1.20343549534372,0.138232643327146,8.70587052651255,3.15146438541905e-18,2.40395240619465e-17,rpoD,K03086,b3067
"16205_mug",201.057595819086,-1.85782026758543,0.227545318903526,-8.16461651040645,3.2245796815363e-16,2.08472825922579e-15,mug,K03649,b3068
"16206_yqjH",279.411012031601,-2.00208939351632,0.287053229449894,-6.9746276582678,3.06681957986018e-12,1.41310913237756e-11,yqjH,NA,b3070
"16207_yqjI",312.385249305284,2.04828298678614,0.444559439981733,4.60744459024489,4.07647784450272e-06,9.93120503110594e-06,yqjI,NA,b3071
"16208_aer",163.985610178774,-0.64040733748244,0.33980769459303,-1.88461693973535,0.0594815735910804,0.0804448092566936,aer,K03776,b3072
"16209_patA",137.917687587867,-3.21966240520244,0.377176724581424,-8.53621709763638,1.38687668834072e-17,9.97116515582898e-17,ygjG,K09251,b3073
"16210_ygjH",510.34996852847,-3.4922784019797,0.463807554390966,-7.52958499471936,5.09018436525635e-14,2.69822908514224e-13,ygjH,NA,b3074
"16211_lacR",1050.46041179034,-1.20731731743816,0.287404114019721,-4.20076560683927,2.66013885623559e-05,5.83318792138601e-05,ebgR,K12113,b3075
"16212_ebgA",2086.82480206734,-3.63192695889545,0.471430945227611,-7.7040486961286,1.31821577931811e-14,7.34560329588842e-14,ebgA,K12111,b3076
"16213_ebgC",366.76529396391,-4.21316613058687,0.523834596196424,-8.04293217969713,8.77138786856538e-16,5.47282105913979e-15,ebgC,K12112,b3077
"16214_ygjI",793.684547888858,-5.03873962641877,0.590927469429313,-8.526832626828,1.50409248832624e-17,1.07521125879778e-16,ygjI,NA,b3078
"16218_fadH_2",67.7273296827321,-1.60023035402697,0.419534549546869,-3.8142993366228,0.000136569852682268,0.000275118978591815,fadH,K00219,b3081
"16219_rlmG",438.360681486839,2.98964214187471,0.256755582652017,11.6439226403369,2.46415894368808e-31,6.62938244850277e-30,ygjO,K11391,b3084
"16220_hypothetical_protein",143.387960160619,0.624842115368475,0.150538563280576,4.15071129783458,3.31443624746422e-05,7.16743257662531e-05,ygjP,NA,b1316
"16223_alx",68.6641727452869,1.87996300527813,0.280717332413628,6.69699654493746,2.12746649517103e-11,9.03721760767048e-11,alx,NA,b3088
"16224_sstT",521.635763105338,-0.973896114342809,0.348035696455232,-2.7982650178186,0.00513779380514064,0.00829339361320122,sstT,K07862,b3089
"16226_uxaA",1923.95715962574,-4.15721390400796,0.464619892566269,-8.94755900580606,3.63429703107561e-19,2.99112209597078e-18,uxaA,K01685,b3091
"16227_uxaC",3964.25453589331,-4.12776526205484,0.484730152856042,-8.51559416663881,1.65738302061017e-17,1.17806031749053e-16,uxaC,K01812,b3092
"16228_exuT",1615.42057912217,-5.36917173086795,0.406143174727943,-13.2198989542654,6.7354369212338e-40,3.83001435839249e-38,exuT,K08191,b3093
"16234_lldR_2",1089.72229682976,-1.41234144182323,0.208159069061204,-6.78491428787071,1.16155451077074e-11,5.06308255391704e-11,exuR,NA,NA
"16235_yqjA_2",460.062667249043,-0.516027634487655,0.169255446061025,-3.04880963358544,0.00229750017043726,0.00391576663926024,yqjA,NA,b3095
"16237_hypothetical_protein",2926.94586698431,-2.66781051442182,0.278280278076638,-9.58677536496895,9.08809867929565e-22,9.71727474170842e-21,yqjC,NA,b1316
"16238_hypothetical_protein",1149.90867961453,-2.86681982711959,0.293722298194924,-9.76030708168117,1.66649841231749e-22,1.93933908261319e-21,yqjD,NA,b1316
"16239_yqjE",253.172905951768,-3.25547141008637,0.323809763987475,-10.0536542505627,8.85226003657293e-24,1.19077175330675e-22,yqjE,NA,b3099
"16240_hypothetical_protein",64.501669618617,-2.16122356221258,0.409539766764531,-5.27720074484293,1.3117216742092e-07,3.79413598713459e-07,yqjK,NA,b1316
"16241_yqjF",60.6254597504432,0.800554892217227,0.320333887689707,2.49912645206207,0.0124499877325115,0.0187311300702008,yqjF,NA,b3101
"16243_yhaH",482.929960128623,-1.97687551235128,0.200428983719119,-9.86322175400378,6.00897165167391e-23,7.22809955408083e-22,yhaH,NA,b3103
"16245_allS_2",375.502432848479,0.429982529902182,0.11515772462859,3.73385746626182,0.000188569236839746,0.000373305277421475,yhaJ,NA,b3105
"16246_yhaK",70.6059037415656,0.367809632893286,0.328394143953928,1.12002494461317,0.262703132379062,0.311066368770664,yhaK,NA,b3106
"16247_hypothetical_protein",57.713008531907,-0.473460491321109,0.329306378770046,-1.43775074473041,0.150504789349344,0.187438020384301,yhaL,NA,b1316
"16248_Serine_dehydratase_alpha_chain",1587.40749466379,-1.95140839200033,0.376240454562663,-5.18659907071563,2.14169114367268e-07,6.02757170019014e-07,yhaM,NA,b4470
"16249_yhaO",1679.34626793178,-1.80976028074225,0.408976902426956,-4.42509166166291,9.64013419699776e-06,2.2128087854026e-05,yhaO,NA,b3110
"16251_tdcF",30.5124414627368,-1.69357252169145,0.375110225768013,-4.51486631222588,6.33567204834602e-06,1.49264138088152e-05,tdcF,NA,b3113
"16252_tdcE",22174.9504961111,-0.186941861631154,0.243252888366416,-0.768508291459875,0.442185266594791,0.494346531286937,tdcE,K00656,b3951
"16253_tdcD",57.6049045614591,-1.91226526747154,0.280826201685328,-6.80942610053986,9.79888516287726e-12,4.33159199249451e-11,tdcD,K00932,b3115
"16254_tdcC",154.314038748991,-1.86024114947257,0.418450756671248,-4.44554375829232,8.76698327891201e-06,2.03101779294795e-05,tdcC,K03838,b3116
"16255_tdcB",156.63899185828,-2.30797823533332,0.393062309278041,-5.87178719723219,4.31121927263994e-09,1.44982131991198e-08,tdcB,K01754,b3772
"16256_tfdS",65.0167729082034,-1.89546492137885,0.443729752093672,-4.271665157532,1.94018753840134e-05,4.3303739706335e-05,tdcA,K07592,b3118
"16259_garK",76.2933375569867,-0.62825327092869,0.210450256621403,-2.98528156256378,0.00283317407222414,0.00475107341066005,garK,K00865,b3124
"16260_garR_2",96.466718317035,-1.39756661024212,0.310905089265186,-4.49515514057755,6.95192424196491e-06,1.62558079003703e-05,garR,K00042,b3125
"16263_garD",84.0755868457448,-2.26448805874171,0.319351661681159,-7.09089173615318,1.33250560439126e-12,6.32624102881772e-12,garD,K01708,b3128
"16265_yhaV",276.92455412301,-1.26609844923483,0.210223854740752,-6.0226202720723,1.71615753537803e-09,5.97194179904845e-09,yhaV,NA,b3130
"16267_kbaZ",569.651086884292,-6.3776568139563,0.585739248976629,-10.8882183072058,1.31181510236692e-27,2.56418858290783e-26,kbaZ,K00917,b3132
"16268_levE_2",250.645603040078,-5.77835452595712,0.624884235468675,-9.24708001574602,2.3070905050737e-20,2.1458514660574e-19,agaV,K02745,b3133
"16269_agaC_2",351.587685978117,-5.75819056754493,0.593571020951415,-9.70092939900488,2.98764610833358e-22,3.32226247246694e-21,agaW,K02746,b3134
"16270_manZ_3",307.633058319119,-5.77637136090327,0.530990423844014,-10.8784849999483,1.45968781544044e-27,2.8093376263323e-26,NA,K02747,b0026
"16271_manX_3",305.807240433097,-4.62492552644676,0.455442216488985,-10.1548019902512,3.15449867138077e-24,4.40924898089088e-23,agaF,K02744,NA
"16274_kbaY",664.213791534621,-6.81877034173018,0.565380509963358,-12.0604977029931,1.707479361002e-33,5.20989434295977e-32,kbaY,K08302,b3137
"16275_manX_4",208.896053226327,-5.33592446621515,0.531903371564869,-10.031755298931,1.10533864377036e-23,1.4632578236579e-22,agaB,K10984,b3138
"16277_manZ_4",134.39642085114,-5.03044311739786,0.509859471356972,-9.8663325877021,5.82556954128897e-23,7.1100365816122e-22,agaD,NA,b1819
"16278_nagB_1",101.448559971828,-4.44239988748559,0.512478145794721,-8.66846698525374,4.37977131525604e-18,3.29074709632751e-17,agaI,K02080,b3141
"16281_elfC_1",4486.90906474274,2.58301727777092,0.618298914028629,4.17761897872478,2.94576580906742e-05,6.40896178633624e-05,sfmD,K07347,b4317
"16283_rsmI",434.155327339485,0.0714463516283222,0.137899065180197,0.518106134620716,0.604384220299934,0.64983640704359,yraL,NA,b3146
"16284_lpoA",1806.66886944906,0.0212539395821588,0.102343913856257,0.207671748923049,0.835485277843661,0.858826690700427,yraM,NA,b3147
"16285_hypothetical_protein",130.703510961483,-0.200782389255592,0.116045372317753,-1.7302059120963,0.0835934924438262,0.109848171268095,yraN,K07460,b3148
"16286_diaA",470.302046301033,-0.0430639239696598,0.137295566960419,-0.313658517336359,0.753780410202217,0.787127957565086,yraO,K03271,b0222
"16287_osmY_1",386.785763374523,-0.841097796002065,0.168657965096442,-4.98700310727161,6.13230794512852e-07,1.62704501364916e-06,ecfH,NA,b4376
"16289_Semialdehyde_dehydrogenase-_NAD_binding_domain",70.3536104505572,-0.498213499514566,0.180730641388416,-2.75666315178859,0.00583944729342661,0.00930592173767731,yraR,NA,b3152
"16291_hypothetical_protein",133.146300636027,0.188267931162534,0.184295960019398,1.02155213355039,0.306992922520666,0.357753279993808,yhbP,K09979,b3154
"16292_GIY-YIG_nuclease_superfamily_protein",193.384210816872,1.54036026985607,0.307527666426054,5.00885103365637,5.47559324696081e-07,1.46523361538994e-06,yhbQ,K07461,b3155
"16293_hypothetical_protein",261.866092860085,-1.36264527873005,0.223226092036031,-6.10432797663322,1.03234108141622e-09,3.68687161042334e-09,yhbS,NA,b1316
"16294_SCP-2_sterol_transfer_family_protein",819.362097003664,-1.25260535329626,0.147971597772734,-8.46517421012178,2.55770094970445e-17,1.78753289836886e-16,yhbT,NA,b3157
"16295_yhbU_2",55.1946613158104,-0.794243880137295,0.336727195862912,-2.35871616517915,0.0183382759143852,0.0268004476272148,yhbU,K08303,b3158
"16296_Peptidase_family_U32",49.9950484847881,-0.892626004262686,0.232078463156435,-3.84622507458179,0.000119951583365302,0.000243602972061676,yhbV,NA,b3159
"16297_limB",172.91464674514,-0.532173442057518,0.398295987622046,-1.33612554129597,0.181508242974868,0.221312682223743,yhbW,NA,b3160
"16299_deaD",7271.02606959969,3.20491266152818,0.214217773464084,14.9610025802342,1.32022000821316e-50,2.06449403784334e-48,deaD,K05592,b3162
"16302_rpsO",6518.70448296829,2.16380562106041,0.178354092985414,12.1320771777151,7.14146671642975e-34,2.26176578791231e-32,rpsO,K02956,b3165
"16303_truB",688.067650288612,1.72618421780611,0.224011675461783,7.7057778986194,1.30048640065279e-14,7.26298431793142e-14,truB,K03177,b3166
