Gene_id,UR1,UTI1,UR3,UTI3,UR6,UTI6,UR7,UTI7,UR14,UTI14,UR17,UTI17,UR43,UTI43,UR54,UTI54,UR56,UTI56,UR57,UTI57,UR66,UTI66,UR68,UTI68,UR86,UTI86
10011_ydbC_2,,,,,41.50481305131192,22.47536323726861,,,,,33.39576822112165,9.357179193743146,,,,,,,,,,,15.510109830810142,11.541944186943669,,
10012_putative_autotransporter_precursor,,,,,7.010394914632112,3.1379998695528863,,,,,14.784719934626338,5.47231049394608,14.01075449515361,10.282172534594467,,,,,,,,,24.641638764830326,6.9408155658292126,20.99974633321361,10.745697000645464
10013_hypothetical_protein,,,,,,,,,,,7.410475677788935,9.29706883489683,,,,,,,,,,,,,,
10023_mntB_1,,,,,0.0,0.0,,,,,14.785179764612568,2.017533060360976,9.171486544063097,8.683105991818099,,,,,,,21.899760499514784,0.0,,,5.344726544722024,5.796058773582352
10030_mdtN_1,,,,,,,,,,,0.6774048723322599,0.0,,,,,,,2.074381469749471,10.865723239380683,,,5.477575087789623,0.0,,
10031_ripA_1,,,,,14.607471962018893,13.595526473587023,,,,,13.309135605178295,15.315922753930499,16.07754714122319,13.852128802080367,40.06384491995533,44.97551852564924,8.523354798823426,11.501058393524456,8.862784224282379,12.19894081476482,0.0,0.0,,,14.280709605032904,16.26096734453503
10032_ogt_1,,,,,394.33657991229677,967.2995502816817,,,,,71.72078019326744,41.481507763345405,713.7740234170526,590.1378044672807,408.87652584055087,723.6610163635634,,,269.999906588092,295.5199887398441,0.5708713222921405,0.0,655.2492168650447,703.5439864270758,,
10033_ogt_2,,,,,138.96566042543802,286.7856349075475,97.47161026150609,95.11963122850662,,,37.706048706194416,18.99507376329859,193.8067583788391,251.09371751839996,99.46820658256493,260.234969962696,,,138.40013868484758,149.1320514604999,0.0,0.0,156.7850530897322,187.44117359596518,,
10035_uspE_1,,,,,553.6422247909712,155.12223562089775,,,,,478.67174823918856,41.9217255736384,,,,,,,,,,,,,,
10036_uspE_2,,,,,552.0888467052399,131.9899724142727,,,,,547.1458550497052,60.05003933521176,,,,,,,,,,,,,,
10039_mppA_1,,,,,2.7902553864950157,0.0,,,,,64.24232613469768,30.52779711958701,,,61.83070283973082,39.25612029170834,,,42.772233336412405,45.56812683515274,,,,,44.41563200209443,42.096774872528634
10040_mppA_2,,,,,5.6952058916411366,0.7852837757599876,,,,,81.08760763190513,43.80963656251309,,,73.54992003532293,53.11884430306213,,,61.045339426799075,71.87086817373489,,,,,62.359435974804924,57.66938815647608
10043_hypothetical_protein,,,,,,,,,,,50.776661828634225,9.198582936222076,,,,,,,,,,,,,,
10044_hypothetical_protein,,,,,,,,,,,28.051282702845022,4.251042244677043,,,,,,,,,,,,,,
10045_murein_peptide_amidase_A,,,,,,,,,,,13.16845295775569,2.3855665636795718,,,,,,,11.240032194604051,0.0,,,,,,
10046_murein_peptide_amidase_A,,,,,,,,,,,7.5959002228433565,1.9952808574893472,,,,,,,7.365833711518498,12.183991132393782,,,,,,
10054_ugpC_1,,,,,0.2260780575672513,0.6733321630999894,,,,,1.4940696306088583,0.0,,,,,,,,,,,,,,
10057_hypothetical_protein,,,,,,,,,,,1.666197468236607,0.0,,,,,,,,,,,,,,
1006_ompD_1,4422.8526709429,160.12582189799582,,,,,518.4315765113081,907.1081864579553,,,1736.026849377695,512.1196279991511,2693.1694448683684,1970.9286342629853,6700.361399327998,76.84680822576344,668.9838580663691,349.3662872142781,2500.7288503851332,189.89910023723544,2564.000130968442,370.3384886842728,154.7017754381505,159.62444807155737,4345.464501797979,3018.131545509387
10077_bcr_1,,,,,2.822573857159491,1.1208693617898362,,,,,21.451396983582736,6.533129411280682,,,,,23.841584185311238,5.987161954521147,26.384598358786807,8.54869885127543,21.937886256888966,0.0,28.56443639520162,6.907302798033358,19.01434120670116,9.786518154500145
10078_ttgC,,,,,0.9244666033543886,0.949432678631886,,,,,8.125898213628782,3.952777809447214,13.776156166088462,9.923700280768076,7.709206316765492,3.9294357108040354,10.54392621162143,4.778844729428772,8.793710473091274,7.241177541175038,7.485219318852616,0.0,10.67036168986751,0.9751387659763042,7.280157816301209,6.245643813193803
10080_mexA,,,,,0.0,0.0,,,,,5.989987330056668,12.103398600292206,7.482820332917133,10.765450619353423,3.2704150608746505,5.913535145342281,6.5612433698241945,10.213106939043813,4.515156811943542,8.868989084775492,4.2108337855423255,11.170446162923259,16.90951823659752,9.554794117291461,5.740909706887606,11.54403249221884
10081_yfiR,,,,,0.0,0.0,,,,,42.070014167083656,46.02541850774014,49.206987798166864,56.399279142380344,30.55602394535874,43.73508501484592,42.491493814011505,50.51016943763855,25.98932437696279,46.84163375280719,53.94498654126214,44.247597698363855,114.43501528880412,44.94424909544849,43.666586743346045,60.878073857013646
10085_gmr_1,,,,,,,,,,,64.41740555116127,8.693397603340314,,,,,,,214.99753482523556,45.501770087109044,,,,,,
10086_gmr_2,,,,,,,,,,,31.75772374458973,4.901954519560926,,,,,,,88.88222731391869,36.34759677173474,,,,,,
